Amount,No. coins used,Time taken
355,7,0.17412
356,8,0.17628
357,7,0.17488
358,8,0.17772
359,7,0.1766
360,8,0.17768
361,7,0.17978
362,8,0.17952
363,9,0.18334
364,10,0.17986
365,11,0.18964
366,6,0.18272
367,7,0.18204
368,6,0.18646
369,7,0.17968
370,6,0.18162
371,7,0.18084
372,6,0.18266
373,7,0.18406
374,6,0.1823
375,7,0.18426
376,6,0.18336
377,7,0.1848
378,6,0.2648
379,7,0.1864
380,8,0.18864
381,9,0.1868
382,10,0.18758
383,9,0.1902
384,10,0.18922
385,5,0.19204
386,6,0.19022
387,5,0.1903
388,6,0.20346
389,5,0.22812
390,6,0.28924
391,5,0.33336
392,6,0.3425
393,5,0.35836
394,6,0.37506
395,5,0.38166
396,6,0.35768
397,7,0.3342
398,8,0.3117
399,9,0.28718
400,8,0.26776
401,9,0.25034
402,8,0.23914
403,9,0.22062
404,4,0.2102
405,5,0.203
406,4,0.2019
407,5,0.20374
408,4,0.20452
409,5,0.20404
410,4,0.20676
411,5,0.20684
412,4,0.20572
413,5,0.20762
414,6,0.20646
415,7,0.20714
416,8,0.20974
417,7,0.21578
418,8,0.21014
419,7,0.21218
420,8,0.21026
421,7,0.21076
422,8,0.21334
423,9,0.2139
424,10,0.21242
425,11,0.2149
426,6,0.2163
427,7,0.21404
428,6,0.21718
429,7,0.21664
430,6,0.21644
431,7,0.21784
